train_id,date,feed_mode,gas_mw,diene_ppm,throughput_tph
CGC-100A,2024-02-16,mixed,25.957875,111.34583333333335,247.4920833333333
CGC-100A,2024-02-17,mixed,25.948916666666666,109.91666666666667,246.1029166666667
CGC-100A,2024-02-18,mixed,26.055333333333333,108.97083333333335,248.21375
CGC-100A,2024-02-19,mixed,26.013583333333333,108.03750000000001,251.19375
CGC-100A,2024-02-20,mixed,25.983874999999998,110.8875,252.02166666666668
CGC-100A,2024-02-21,mixed,25.985249999999997,109.83333333333333,253.36166666666668
CGC-100A,2024-02-22,mixed,26.07275,108.7625,250.55041666666668
CGC-100A,2024-02-23,mixed,26.115166666666667,109.05,248.81916666666666
CGC-100A,2024-02-24,mixed,26.01908333333333,111.20833333333333,249.09708333333333
CGC-100A,2024-02-25,mixed,25.959666666666667,110.23333333333333,250.25625
CGC-100A,2024-02-26,mixed,26.195958333333333,110.74166666666667,254.30458333333334
CGC-100A,2024-02-27,mixed,25.986375,114.40833333333335,255.74041666666665
CGC-100A,2024-02-28,mixed,26.091916666666666,114.54166666666667,256.70666666666665
CGC-100A,2024-02-29,mixed,25.965166666666665,108.72500000000001,255.04916666666668
CGC-100A,2024-03-01,mixed,26.02208333333333,110.57916666666667,253.0583333333333
CGC-100A,2024-03-02,mixed,26.0655,108.99583333333334,253.48749999999998
CGC-100A,2024-03-03,mixed,25.995958333333334,107.63333333333333,254.98666666666668
CGC-100A,2024-03-04,mixed,25.997375,110.01666666666667,257.7658333333333
CGC-100A,2024-03-05,mixed,25.998416666666667,108.0125,259.91041666666666
CGC-100A,2024-03-06,mixed,26.056083333333333,109.17083333333333,260.3041666666667
CGC-100A,2024-03-07,mixed,26.121208333333332,113.53750000000001,257.9241666666667
CGC-100A,2024-03-08,mixed,26.04179166666667,109.35416666666667,256.91791666666666
CGC-100A,2024-03-09,mixed,26.095,112.08749999999999,256.2504166666667
CGC-100A,2024-03-10,mixed,25.953,111.96666666666665,259.30875
CGC-100A,2024-03-11,mixed,25.997958333333333,109.50833333333333,261.11333333333334
CGC-100A,2024-03-12,mixed,25.907541666666663,109.90833333333335,263.04583333333335
CGC-100A,2024-03-13,mixed,25.985791666666668,109.00416666666666,262.84666666666664
CGC-100A,2024-03-14,mixed,26.00725,108.83749999999999,261.18874999999997
CGC-100A,2024-03-15,mixed,25.95175,107.94166666666666,259.08208333333334
CGC-100A,2024-03-16,mixed,25.960083333333333,108.875,257.9891666666667
CGC-100A,2024-03-17,mixed,26.00525,109.72916666666667,259.2920833333333
CGC-100A,2024-03-18,mixed,25.96558333333333,111.6875,261.8804166666667
CGC-100A,2024-03-19,mixed,26.051333333333332,108.44166666666666,263.49583333333334
CGC-100A,2024-03-20,mixed,26.146958333333334,108.35000000000001,262.18916666666667
CGC-100A,2024-03-21,mixed,25.945625000000003,109.80416666666667,260.3125
CGC-100A,2024-03-22,mixed,26.118125000000003,110.5125,258.21625
CGC-100A,2024-03-23,mixed,26.147458333333333,110.05416666666667,256.45958333333334
CGC-100A,2024-03-24,mixed,25.980541666666667,109.50833333333333,257.95916666666665
CGC-100A,2024-03-25,mixed,26.106375,107.4875,260.14958333333334
CGC-100A,2024-03-26,mixed,25.913749999999997,108.92916666666667,260.2945833333333
CGC-100A,2024-03-27,mixed,25.946125,108.59166666666665,259.74333333333334
CGC-100A,2024-03-28,mixed,25.978375,108.63333333333333,256.5670833333333
CGC-100A,2024-03-29,mixed,25.98120833333333,110.8125,254.81791666666666
CGC-100A,2024-03-30,mixed,26.001541666666668,109.75416666666666,251.67499999999998
CGC-100A,2024-03-31,mixed,26.035625,107.87916666666666,253.33249999999998
CGC-100A,2024-04-01,mixed,25.954250000000002,108.14583333333333,255.16833333333332
CGC-100A,2024-04-02,mixed,26.086250000000003,106.10833333333333,255.54166666666666
CGC-100A,2024-04-03,mixed,26.012833333333333,106.54583333333333,254.72124999999997
CGC-100A,2024-04-04,mixed,26.164041666666666,112.3625,252.93708333333333
CGC-100A,2024-04-05,mixed,25.979625,115.64583333333333,249.64333333333335
CGC-100A,2024-04-06,mixed,25.991291666666665,107.20416666666667,248.32083333333333
CGC-100A,2024-04-07,mixed,25.844624999999997,110.50416666666666,249.09166666666667
CGC-100A,2024-04-08,mixed,26.016958333333335,109.64583333333333,251.74791666666667
CGC-100A,2024-04-09,mixed,26.00883333333333,110.39166666666667,252.65833333333333
CGC-100A,2024-04-10,mixed,26.002416666666665,109.60416666666667,251.96583333333334
CGC-100A,2024-04-11,mixed,26.092583333333334,108.12083333333334,249.33375
CGC-100A,2024-04-12,mixed,26.069541666666666,111.19583333333333,246.63
CGC-100A,2024-04-13,mixed,25.957375,109.64583333333333,246.70166666666668
CGC-100A,2024-04-14,mixed,26.022916666666664,113.22916666666667,247.5533333333333
CGC-100A,2024-04-15,mixed,25.999416666666665,109.75,250.23833333333334
CGC-100A,2024-04-16,mixed,26.124208333333332,112.72500000000001,251.90458333333333
CGC-100A,2024-04-17,mixed,26.052916666666665,108.60833333333333,251.45125
CGC-100A,2024-04-18,mixed,26.088916666666666,107.66250000000001,248.75291666666666
CGC-100A,2024-04-19,mixed,26.113416666666666,112.02916666666665,247.84708333333333
CGC-100A,2024-04-20,mixed,25.977791666666665,111.77499999999999,246.37583333333336
CGC-100A,2024-04-21,mixed,26.158833333333334,106.6125,249.75
CGC-100A,2024-04-22,mixed,25.961708333333334,111.78333333333335,251.89916666666667
CGC-100A,2024-04-23,mixed,26.045666666666666,109.29583333333333,254.08875
CGC-100A,2024-04-24,mixed,26.04895833333333,110.59166666666665,252.98000000000002
CGC-100A,2024-04-25,mixed,25.905958333333334,112.08333333333333,252.43041666666667
CGC-100A,2024-04-26,mixed,25.996125000000003,110.10833333333333,250.40125
CGC-100A,2024-04-27,mixed,26.041375,112.60416666666667,250.48833333333334
CGC-100A,2024-04-28,mixed,25.885125000000002,111.3,252.51458333333335
CGC-100A,2024-04-29,mixed,25.939625000000003,109.68333333333334,255.19791666666666
CGC-100A,2024-04-30,mixed,26.043833333333335,112.47916666666667,258.28583333333336
CGC-100A,2024-05-01,mixed,25.918916666666664,110.89166666666667,258.2658333333333
CGC-100A,2024-05-02,mixed,25.94475,110.44166666666666,257.10625
CGC-100A,2024-05-03,mixed,25.846666666666664,109.61666666666667,255.13166666666666
CGC-100A,2024-05-04,mixed,25.947833333333335,112.2375,254.67541666666668
CGC-100A,2024-05-05,mixed,25.84391666666667,107.55833333333334,256.9320833333333
CGC-100A,2024-05-06,mixed,25.97220833333333,107.06666666666666,259.3845833333333
CGC-100A,2024-05-07,mixed,25.967958333333332,113.03333333333335,262.15125
CGC-100A,2024-05-08,mixed,25.925541666666664,109.02083333333333,262.13666666666666
CGC-100A,2024-05-09,mixed,25.924291666666665,110.46249999999999,260.64375
CGC-100A,2024-05-10,mixed,25.878791666666668,107.25833333333333,258.6516666666667
CGC-100A,2024-05-11,mixed,25.918333333333333,112.22500000000001,258.265
CGC-100A,2024-05-12,mixed,26.04125,114.92916666666667,259.94625
CGC-100A,2024-05-13,mixed,26.003666666666664,111.55416666666667,261.5670833333333
CGC-100A,2024-05-14,mixed,25.925625,108.67083333333333,255.79125
CGC-100A,2024-05-15,mixed,25.98829166666667,107.73333333333333,229.1
CGC-100A,2024-05-16,mixed,26.187,111.8875,251.50541666666666
CGC-100A,2024-05-17,mixed,26.071916666666667,110.31666666666666,258.4841666666667
CGC-100A,2024-05-18,mixed,25.951291666666666,109.46666666666665,257.1825
CGC-100A,2024-05-19,mixed,25.930000000000003,108.0625,259.4370833333333
CGC-100A,2024-05-20,mixed,25.972624999999997,109.32083333333333,260.9216666666667
CGC-100A,2024-05-21,mixed,25.941083333333335,110.47083333333335,261.78833333333336
CGC-100A,2024-05-22,mixed,25.86629166666667,110.58333333333333,261.90333333333336
CGC-100A,2024-05-23,mixed,25.923291666666668,112.73333333333333,258.88375
CGC-100A,2024-05-24,mixed,25.962125,107.64166666666667,255.75041666666667
CGC-100A,2024-05-25,mixed,26.075541666666666,109.10000000000001,255.06125
CGC-100A,2024-05-26,mixed,25.981416666666664,106.64999999999999,255.92416666666668
CGC-100A,2024-05-27,mixed,25.962041666666664,114.02083333333333,257.89958333333334
CGC-100A,2024-05-28,mixed,25.983708333333336,108.9375,259.21375
CGC-100A,2024-05-29,mixed,26.078374999999998,107.82083333333333,257.52125
CGC-100A,2024-05-30,mixed,26.064000000000004,112.11666666666667,253.90291666666667
CGC-100A,2024-05-31,mixed,26.093791666666664,109.85000000000001,251.97958333333335
CGC-100A,2024-06-01,mixed,26.180583333333335,108.98333333333333,250.11374999999998
CGC-100A,2024-06-02,mixed,25.889583333333334,109.20416666666667,251.63875
CGC-100A,2024-06-03,mixed,26.026208333333333,110.85416666666667,253.7266666666667
CGC-100A,2024-06-04,mixed,26.126666666666665,111.31666666666666,255.08583333333334
CGC-100A,2024-06-05,naphtha,29.326541666666667,209.3125,253.48625
CGC-100A,2024-06-06,naphtha,29.546916666666664,212.21666666666667,251.0525
CGC-100A,2024-06-07,naphtha,29.556541666666664,212.8791666666667,248.56541666666666
CGC-100A,2024-06-08,naphtha,29.487583333333333,212.8375,246.70208333333335
CGC-100A,2024-06-09,naphtha,29.528458333333333,207.29583333333335,248.69916666666666
CGC-100A,2024-06-10,naphtha,29.570666666666668,209.1625,250.14333333333332
CGC-100A,2024-06-11,naphtha,29.513291666666664,210.8791666666667,252.15958333333333
CGC-100A,2024-06-12,naphtha,29.546083333333332,210.1833333333333,251.5895833333333
CGC-100A,2024-06-13,naphtha,29.393208333333334,212.36666666666667,248.9025
CGC-100A,2024-06-14,naphtha,29.333083333333335,211.02083333333334,246.73958333333334
CGC-100A,2024-06-15,naphtha,29.280708333333333,209.6916666666667,246.9908333333333
CGC-100A,2024-06-16,naphtha,29.498625,207.6916666666667,247.62708333333333
CGC-100A,2024-06-17,naphtha,29.624666666666666,208.6833333333333,251.46583333333334
CGC-100A,2024-06-18,naphtha,29.465958333333333,209.57500000000002,253.24541666666667
CGC-100A,2024-06-19,naphtha,29.643708333333333,210.1916666666667,252.34833333333333
CGC-100A,2024-06-20,naphtha,29.489375,208.76666666666665,249.62750000000003
CGC-100A,2024-06-21,naphtha,29.48425,210.58333333333334,248.275
CGC-100A,2024-06-22,naphtha,29.526791666666668,207.57083333333333,247.98416666666665
CGC-100A,2024-06-23,naphtha,29.334791666666664,210.3125,250.24541666666667
CGC-100A,2024-06-24,naphtha,29.452624999999998,209.40833333333333,253.91791666666666
CGC-100A,2024-06-25,naphtha,29.51925,208.64583333333334,255.34708333333333
CGC-100A,2024-06-26,naphtha,29.53408333333333,209.70000000000002,256.13416666666666
CGC-100A,2024-06-27,naphtha,29.376499999999997,209.025,254.13458333333335
CGC-100A,2024-06-28,naphtha,29.501875,210.3791666666667,252.51666666666665
CGC-100A,2024-06-29,naphtha,29.543958333333332,210.5375,251.79375000000002
CGC-100A,2024-06-30,naphtha,29.608791666666665,208.48749999999998,254.28416666666666
CGC-100A,2024-07-01,naphtha,29.580833333333334,206.99166666666667,258.1745833333334
CGC-100A,2024-07-02,naphtha,29.474375,210.76250000000002,259.8329166666667
CGC-100A,2024-07-03,naphtha,29.59883333333333,210.95833333333334,259.815
CGC-100A,2024-07-04,naphtha,29.471208333333333,212.59583333333333,258.57041666666663
CGC-100A,2024-07-05,naphtha,29.522833333333335,211.17083333333335,256.3483333333333
CGC-100A,2024-07-06,naphtha,29.47275,211.4,256.27333333333337
CGC-100A,2024-07-07,naphtha,29.48425,209.67083333333335,258.59208333333333
CGC-100A,2024-07-08,naphtha,29.464833333333335,210.025,261.57041666666663
CGC-100A,2024-07-09,naphtha,29.321375,208.39583333333334,262.46625
CGC-100A,2024-07-10,naphtha,29.423041666666666,212.04166666666666,263.1741666666667
CGC-100A,2024-07-11,naphtha,29.457166666666666,212.6625,261.50666666666666
CGC-100A,2024-07-12,naphtha,29.37275,213.01666666666665,258.21750000000003
CGC-100A,2024-07-13,naphtha,29.529708333333332,212.32500000000002,257.78125
CGC-100A,2024-07-14,naphtha,29.53633333333333,206.22916666666666,259.73625
CGC-100A,2024-07-15,naphtha,29.563916666666668,210.1833333333333,262.695
CGC-100A,2024-07-16,naphtha,29.40641666666667,215.89583333333334,263.77625
CGC-100A,2024-07-17,naphtha,29.482416666666666,208.61666666666667,262.6475
CGC-100A,2024-07-18,naphtha,29.441999999999997,207.72916666666666,260.81166666666667
CGC-100A,2024-07-19,naphtha,29.55241666666667,209.70000000000002,257.5879166666667
CGC-100A,2024-07-20,naphtha,29.55079166666667,208.61249999999998,257.61125
CGC-100A,2024-07-21,naphtha,29.53333333333333,211.20833333333334,257.05625000000003
CGC-100A,2024-07-22,naphtha,29.52841666666667,209.92083333333335,259.28333333333336
CGC-100A,2024-07-23,naphtha,29.45625,206.07916666666665,260.94916666666666
CGC-100A,2024-07-24,naphtha,29.581833333333336,208.42499999999998,260.84541666666667
CGC-100A,2024-07-25,naphtha,29.38479166666667,209.03333333333333,257.4941666666667
CGC-100A,2024-07-26,naphtha,29.423208333333335,209.61249999999998,254.06791666666666
CGC-100A,2024-07-27,naphtha,29.49875,209.7541666666667,253.26833333333332
CGC-100A,2024-07-28,naphtha,29.586250000000003,208.79166666666666,253.8525
CGC-100A,2024-07-29,naphtha,29.44033333333333,208.20416666666665,255.95333333333335
CGC-100A,2024-07-30,naphtha,29.498958333333334,210.19583333333333,256.8283333333333
CGC-100A,2024-07-31,mixed,26.25508333333333,113.7375,255.43083333333334
CGC-100A,2024-08-01,mixed,26.034375,111.21666666666665,252.63791666666668
CGC-100A,2024-08-02,mixed,26.010958333333335,110.85000000000001,249.91583333333332
CGC-100A,2024-08-03,mixed,26.062291666666667,106.85416666666667,248.975
CGC-100A,2024-08-04,mixed,25.9325,107.35000000000001,249.87708333333333
CGC-100A,2024-08-05,mixed,25.882791666666666,110.69166666666666,252.40958333333333
CGC-100A,2024-08-06,mixed,26.111666666666665,109.6125,252.70208333333335
CGC-100A,2024-08-07,mixed,26.041458333333335,111.5625,252.31583333333333
CGC-100A,2024-08-08,mixed,26.008208333333332,112.87916666666666,249.10041666666666
CGC-100A,2024-08-09,mixed,26.109916666666667,110.59166666666665,247.23375
CGC-100A,2024-08-10,mixed,25.955791666666666,110.55833333333334,247.29
CGC-100A,2024-08-11,mixed,26.041708333333332,112.425,248.38
CGC-100A,2024-08-12,mixed,25.880208333333332,108.43333333333334,249.51541666666665
CGC-100A,2024-08-13,mixed,26.001291666666663,113.85000000000001,251.40125
CGC-100A,2024-08-14,mixed,26.032833333333333,110.43333333333334,248.40916666666666
CGC-100A,2024-08-15,mixed,25.955833333333334,107.68333333333334,221.93083333333334
CGC-100A,2024-08-16,mixed,26.03,108.67083333333333,220.11416666666665
CGC-100A,2024-08-17,mixed,26.065708333333333,109.65833333333335,241.35333333333332
CGC-100A,2024-08-18,mixed,25.960416666666664,108.78333333333335,248.88541666666666
CGC-100A,2024-08-19,mixed,26.07825,109.52499999999999,251.2720833333333
CGC-100A,2024-08-20,mixed,25.961916666666667,110.53750000000001,253.09583333333333
CGC-100A,2024-08-21,mixed,25.9585,111.075,253.84541666666667
CGC-100A,2024-08-22,mixed,26.06441666666667,110.25,251.9466666666667
CGC-100A,2024-08-23,mixed,25.976791666666667,110.71249999999999,250.17583333333334
CGC-100A,2024-08-24,mixed,26.055083333333332,110.12916666666666,228.06458333333333
CGC-100A,2024-08-25,mixed,26.012666666666664,110.35000000000001,224.14833333333334
CGC-100A,2024-08-26,mixed,26.070999999999998,110.41250000000001,241.98416666666665
CGC-100A,2024-08-27,mixed,25.927000000000003,105.59166666666665,257.4775
CGC-100A,2024-08-28,mixed,25.94825,113.425,257.7545833333333
CGC-100A,2024-08-29,mixed,26.103958333333335,108.7625,255.84041666666667
CGC-100A,2024-08-30,mixed,26.010833333333334,109.50416666666666,254.36125
CGC-100A,2024-08-31,mixed,25.907958333333337,110.60833333333333,254.14791666666667
CGC-100A,2024-09-01,mixed,25.958250000000003,109.925,256.3179166666667
CGC-100A,2024-09-02,mixed,25.924541666666666,111.5,259.4483333333333
CGC-100A,2024-09-03,mixed,26.002125000000003,110.47500000000001,261.6979166666667
CGC-100A,2024-09-04,mixed,26.053416666666667,110.72916666666667,261.8754166666667
CGC-100A,2024-09-05,mixed,26.043833333333335,106.68333333333334,259.75416666666666
CGC-100A,2024-09-06,mixed,25.8755,108.51666666666667,257.58166666666665
CGC-100A,2024-09-07,mixed,25.947958333333332,109.55833333333334,257.35583333333335
CGC-100A,2024-09-08,mixed,26.0275,110.80416666666667,259.05916666666667
CGC-100A,2024-09-09,mixed,26.044583333333335,107.625,261.3566666666666
CGC-100A,2024-09-10,mixed,26.120208333333334,110.22916666666667,263.65958333333333
CGC-100A,2024-09-11,mixed,25.900958333333335,110.71249999999999,263.9558333333333
CGC-100A,2024-09-12,mixed,26.039666666666665,108.69583333333333,260.4220833333333
CGC-100A,2024-09-13,mixed,26.038625,109.85000000000001,259.57125
CGC-100A,2024-09-14,mixed,25.949833333333334,109.91666666666667,257.87708333333336
CGC-100A,2024-09-15,mixed,25.910625,109.8625,259.49875000000003
CGC-100A,2024-09-16,mixed,25.92279166666667,109.97916666666667,261.6645833333333
CGC-100A,2024-09-17,mixed,26.037291666666665,108.89999999999999,263.20208333333335
CGC-100A,2024-09-18,mixed,26.032375000000002,109.325,262.18125000000003
CGC-100A,2024-09-19,mixed,25.961916666666667,111.02916666666665,259.48541666666665
CGC-100A,2024-09-20,mixed,25.844291666666667,111.90833333333335,256.4575
CGC-100A,2024-09-21,mixed,26.190416666666668,110.1875,255.6925
CGC-100A,2024-09-22,mixed,26.112875,114.13333333333333,256.44625
CGC-100A,2024-09-23,mixed,25.944333333333333,108.90416666666665,258.30291666666665
CGC-100A,2024-09-24,mixed,26.05179166666667,109.71666666666665,259.2941666666666
CGC-100A,2024-09-25,mixed,26.145625,109.19583333333333,258.2129166666667
CGC-100A,2024-09-26,mixed,25.925583333333336,111.31666666666666,256.29625
CGC-100A,2024-09-27,mixed,25.949916666666667,110.46249999999999,252.88833333333332
CGC-100A,2024-09-28,mixed,25.995874999999998,108.97500000000001,250.70791666666665
CGC-100A,2024-09-29,mixed,26.076333333333334,109.9875,252.23875
CGC-100A,2024-09-30,mixed,26.037875,111.45,254.0666666666667
CGC-100A,2024-10-01,mixed,25.994874999999997,110.74583333333334,254.46333333333334
CGC-100A,2024-10-02,mixed,25.74191666666667,110.62916666666666,253.50458333333333
CGC-100A,2024-10-03,mixed,25.812291666666667,106.0,251.59458333333336
CGC-100A,2024-10-04,mixed,25.89075,109.25416666666666,248.75875
CGC-100A,2024-10-05,mixed,26.165666666666667,111.80416666666667,247.11625
CGC-100A,2024-10-06,mixed,26.05125,111.30833333333334,248.51416666666668
CGC-100A,2024-10-07,mixed,26.156125,112.19583333333333,251.06500000000003
CGC-100A,2024-10-08,mixed,25.905291666666667,112.5125,252.35333333333332
CGC-100A,2024-10-09,mixed,25.871624999999998,110.00833333333333,251.85958333333335
CGC-100A,2024-10-10,mixed,25.957833333333337,110.41666666666667,249.11166666666668
CGC-100A,2024-10-11,mixed,25.975583333333333,107.46666666666665,246.76416666666668
CGC-100A,2024-10-12,mixed,25.985041666666664,111.43333333333334,245.13291666666666
CGC-100A,2024-10-13,mixed,26.039875,109.75,247.17666666666665
CGC-100A,2024-10-14,mixed,25.960375,110.04583333333333,251.07833333333335
CGC-100A,2024-10-15,mixed,25.946749999999998,110.57916666666667,251.94708333333332
CGC-100A,2024-10-16,mixed,26.01970833333333,108.44166666666666,252.3841666666667
CGC-100A,2024-10-17,mixed,25.967291666666668,109.19166666666666,250.235
CGC-100A,2024-10-18,mixed,26.07275,109.66250000000001,248.39625
CGC-100A,2024-10-19,mixed,26.095041666666663,110.45416666666667,247.47208333333333
CGC-100A,2024-10-20,mixed,26.0575,111.65416666666665,249.34
CGC-100A,2024-10-21,mixed,26.006333333333334,108.28750000000001,252.45000000000002
CGC-100A,2024-10-22,mixed,26.000125,107.93333333333334,255.15291666666667
CGC-100A,2024-10-23,mixed,26.023208333333333,109.625,255.45916666666668
CGC-100A,2024-10-24,mixed,26.00583333333333,112.32083333333333,252.72875
CGC-100A,2024-10-25,mixed,25.982541666666666,106.33333333333333,251.5945833333333
CGC-100A,2024-10-26,mixed,26.089875000000003,112.36666666666667,251.51666666666665
CGC-100A,2024-10-27,naphtha,29.473708333333335,205.75833333333333,253.62749999999997
CGC-100A,2024-10-28,naphtha,29.45175,210.85,257.2916666666667
CGC-100A,2024-10-29,naphtha,29.438083333333335,209.48749999999998,259.20166666666665
CGC-100A,2024-10-30,naphtha,29.529041666666668,208.51666666666665,259.4225
CGC-100A,2024-10-31,naphtha,29.674208333333336,208.975,258.3041666666667
CGC-100A,2024-11-01,naphtha,29.410791666666668,209.84583333333333,255.72458333333336
CGC-100A,2024-11-02,naphtha,29.604041666666664,207.51250000000002,256.53416666666664
CGC-100A,2024-11-03,naphtha,29.655874999999998,210.275,257.9120833333333
CGC-100A,2024-11-04,naphtha,29.575125,208.3166666666667,260.6425
CGC-100A,2024-11-05,naphtha,29.3155,206.32500000000002,262.66291666666666
CGC-100A,2024-11-06,ethane,22.783875,53.862500000000004,263.07666666666665
CGC-100A,2024-11-07,ethane,22.414708333333333,48.76666666666667,259.84583333333336
CGC-100A,2024-11-08,ethane,22.553124999999998,46.166666666666664,258.3120833333333
CGC-100A,2024-11-09,ethane,22.511625,44.9625,258.92041666666665
CGC-100A,2024-11-10,ethane,22.491500000000002,45.333333333333336,259.6275
CGC-100A,2024-11-11,ethane,22.382625,46.30416666666667,262.57166666666666
CGC-100A,2024-11-12,ethane,22.618708333333334,46.5625,263.60375
CGC-100A,2024-11-13,ethane,22.47175,48.24166666666667,263.50375
CGC-100A,2024-11-14,ethane,22.600958333333335,47.199999999999996,220.87625
CGC-100A,2024-11-15,ethane,22.439666666666668,44.5,216.49333333333334
CGC-100A,2024-11-16,ethane,22.462958333333333,44.387499999999996,216.41375000000002
CGC-100A,2024-11-17,ethane,22.556749999999997,49.25,226.43416666666667
CGC-100A,2024-11-18,ethane,22.496333333333336,44.30416666666667,260.2129166666667
CGC-100A,2024-11-19,ethane,22.563291666666668,44.0375,261.0983333333333
CGC-100A,2024-11-20,ethane,22.538833333333333,43.604166666666664,260.7866666666667
CGC-100A,2024-11-21,ethane,22.465875,45.458333333333336,257.48041666666666
CGC-100A,2024-11-22,ethane,22.482958333333332,44.69583333333333,254.42916666666667
CGC-100A,2024-11-23,ethane,22.490916666666667,43.9,253.13958333333335
CGC-100A,2024-11-24,ethane,22.52841666666667,48.479166666666664,254.96833333333333
CGC-100A,2024-11-25,ethane,22.507208333333335,44.8375,256.55375
CGC-100A,2024-11-26,ethane,22.454416666666663,47.69583333333333,257.33125
CGC-100A,2024-11-27,ethane,22.38870833333333,45.362500000000004,256.2075
CGC-100A,2024-11-28,ethane,22.457375,45.74166666666667,253.51874999999998
CGC-100A,2024-11-29,ethane,22.476208333333332,45.43333333333334,250.72625000000002
CGC-100A,2024-11-30,ethane,22.398583333333335,49.65,249.16750000000002
CGC-100A,2024-12-01,ethane,22.510166666666667,44.40416666666667,250.735
CGC-100A,2024-12-02,ethane,22.607583333333334,47.19583333333333,252.66458333333333
CGC-100A,2024-12-03,ethane,22.623125,48.083333333333336,253.16
CGC-100A,2024-12-04,mixed,25.973416666666665,105.3875,253.27125
CGC-100A,2024-12-05,mixed,25.989291666666663,109.18333333333334,249.41875000000002
CGC-100A,2024-12-06,mixed,26.088791666666665,110.10000000000001,247.69500000000002
CGC-100A,2024-12-07,mixed,26.00225,109.75416666666666,246.90666666666667
CGC-100A,2024-12-08,mixed,26.049541666666666,109.2625,247.50750000000002
CGC-100A,2024-12-09,mixed,25.947,112.03750000000001,251.01833333333332
CGC-100A,2024-12-10,mixed,26.13175,108.70416666666667,252.19875000000002
CGC-100A,2024-12-11,mixed,26.136625,110.50416666666666,251.36416666666665
CGC-100A,2024-12-12,mixed,26.091125,108.63333333333333,248.8166666666667
CGC-100A,2024-12-13,mixed,26.005750000000003,108.3875,247.69000000000003
